"","Rk","G","Date","Age","Tm","Var.6","Opp","Var.8","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","X...","NA.","FPTS"
"2","2","1","2018-10-19","24-261","OKC","@","LAC","L (-16)","0","0:55","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-2",NA,0
"3","3","2","2018-10-21","24-263","OKC","","SAC","L (-11)","0","6:53","2","4",".500","1","2",".500","0","0","","0","1","1","0","0","1","0","0","5","4.0","-2",NA,9.2
"5","5","3","2018-10-28","24-270","OKC","","PHO","W (+7)","0","4:42","0","2",".000","0","0","","0","0","","0","0","0","0","0","0","0","1","0","-1.8","-7",NA,0
"13","13","4","2018-11-12","24-285","OKC","","PHO","W (+17)","0","1:32","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-3",NA,0
"14","14","5","2018-11-14","24-287","OKC","","NYK","W (+25)","0","12:00","3","6",".500","1","2",".500","0","0","","1","3","4","1","2","1","1","1","7","7.6","+5",NA,21.05
"15","15","6","2018-11-17","24-290","OKC","@","PHO","W (+10)","0","10:19","0","3",".000","0","1",".000","0","0","","0","2","2","0","0","0","1","2","0","-3.3","+5",NA,1.4
"16","16","7","2018-11-19","24-292","OKC","@","SAC","L (-4)","0","7:03","0","2",".000","0","0","","0","0","","0","1","1","0","0","0","0","1","0","-1.5","-1",NA,1.2
"17","17","8","2018-11-21","24-294","OKC","@","GSW","W (+28)","0","3:09","3","3","1.000","0","0","","0","0","","0","0","0","1","0","0","0","1","6","5.4","+3",NA,7.25
"18","18","9","2018-11-23","24-296","OKC","","CHO","W (+5)","0","21:15","4","8",".500","1","3",".333","2","3",".667","0","2","2","2","0","0","0","2","11","7.8","-4",NA,15.9
"19","19","10","2018-11-24","24-297","OKC","","DEN","L (-7)","0","13:59","4","6",".667","0","1",".000","0","0","","0","2","2","0","1","0","0","2","8","6.2","-1",NA,13.4
"20","20","11","2018-11-28","24-301","OKC","","CLE","W (+17)","0","16:19","3","6",".500","1","2",".500","1","1","1.000","0","2","2","0","0","2","0","0","8","7.0","+22",NA,16.4
"22","21","12","2018-11-30","24-303","OKC","","ATL","W (+15)","0","19:40","1","2",".500","0","0","","0","0","","0","1","1","1","0","1","3","2","2","-1.1","+10",NA,4.45
"23","22","13","2018-12-03","24-306","OKC","@","DET","W (+27)","0","7:47","0","1",".000","0","0","","2","2","1.000","0","0","0","0","0","0","1","3","2","-0.9","-5",NA,1
"24","23","14","2018-12-05","24-308","OKC","@","BRK","W (+2)","0","4:22","0","2",".000","0","1",".000","0","0","","0","1","1","0","0","0","1","1","0","-2.5","-2",NA,0.2
"26","25","15","2018-12-10","24-313","OKC","","UTA","W (+9)","0","1:26","0","1",".000","0","1",".000","0","0","","0","0","0","0","0","0","0","1","0","-1.1","-5",NA,0
"55","53","16","2019-02-05","25-005","OKC","","ORL","W (+10)","0","3:09","0","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0.0","-4",NA,0
"56","54","17","2019-02-07","25-007","OKC","","MEM","W (+22)","0","2:29","0","1",".000","0","0","","0","0","","0","1","1","0","0","0","0","0","0","-0.4","+3",NA,1.2
"57","55","18","2019-02-09","25-009","OKC","@","HOU","W (+5)","0","9:33","0","1",".000","0","1",".000","0","0","","2","1","3","1","0","0","0","3","0","0.5","+18",NA,4.85
"58","56","19","2019-02-11","25-011","OKC","","POR","W (+9)","0","26:04","7","9",".778","3","5",".600","1","2",".500","0","0","0","0","0","3","0","2","18","15.4","+7",NA,27
"59","57","20","2019-02-14","25-014","OKC","@","NOP","L (-9)","0","14:20","1","3",".333","0","1",".000","0","0","","0","1","1","1","1","0","1","3","2","0.1","+5",NA,6.45
"60","58","21","2019-02-22","25-022","OKC","","UTA","W (+1)","0","7:53","0","4",".000","0","1",".000","0","0","","0","1","1","0","1","0","0","1","0","-1.9","-3",NA,4.2
"61","59","22","2019-02-23","25-023","OKC","","SAC","L (-3)","0","2:39","0","0","","0","0","","0","0","","0","0","0","0","0","0","1","1","0","-1.4","-4",NA,-1
"65","62","23","2019-03-02","25-030","OKC","@","SAS","L (-14)","0","2:23","1","2",".500","0","0","","0","0","","0","0","0","0","0","0","0","1","2","0.6","+3",NA,2
